"Length"	"ID"	"Type"
25	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
19	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
30	"Mammoth 1"	"rRNAs"
50	"Mammoth 1"	"rRNAs"
30	"Mammoth 1"	"rRNAs"
26	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
30	"Mammoth 1"	"rRNAs"
51	"Mammoth 1"	"rRNAs"
19	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
19	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
63	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
43	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
21	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
64	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
64	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
65	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
44	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
50	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
21	"Mammoth 1"	"rRNAs"
31	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
41	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
43	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
21	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
26	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
42	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
31	"Mammoth 1"	"rRNAs"
21	"Mammoth 1"	"rRNAs"
31	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
27	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
42	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
64	"Mammoth 1"	"rRNAs"
55	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
63	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
64	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
42	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
65	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
48	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
40	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
26	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
43	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
21	"Mammoth 1"	"rRNAs"
31	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
41	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
31	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
40	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
21	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
63	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
64	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
63	"Mammoth 1"	"rRNAs"
43	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
64	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
31	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
37	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
50	"Mammoth 1"	"rRNAs"
63	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
64	"Mammoth 1"	"rRNAs"
21	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
64	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
31	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
36	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
43	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
41	"Mammoth 1"	"rRNAs"
36	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
63	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
31	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
32	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
31	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
29	"Mammoth 1"	"rRNAs"
41	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
40	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
63	"Mammoth 1"	"rRNAs"
30	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
40	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
41	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
27	"Mammoth 1"	"rRNAs"
55	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
21	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
19	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
24	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
26	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
41	"Mammoth 1"	"rRNAs"
55	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
18	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
19	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
19	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
19	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
20	"Mammoth 1"	"rRNAs"
55	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
50	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
28	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
55	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
61	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
50	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
40	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
50	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
25	"Mammoth 1"	"rRNAs"
40	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
55	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
48	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
62	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
37	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
65	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
52	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
36	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
52	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
65	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
59	"Mammoth 1"	"rRNAs"
38	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
52	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
57	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
58	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
23	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
55	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
30	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
65	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
60	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
56	"Mammoth 1"	"rRNAs"
37	"Mammoth 1"	"rRNAs"
53	"Mammoth 1"	"rRNAs"
63	"Mammoth 1"	"rRNAs"
30	"Mammoth 1"	"rRNAs"
39	"Mammoth 1"	"rRNAs"
41	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
22	"Mammoth 1"	"rRNAs"
